"コード
4桁",バス停・駅電停・港・空港名,ターミナル種類・鉄道路線等,地域,住所,備考
1448,三日月駅,姫新線,兵庫県,佐用郡佐用町三日月999,
1449,上月駅,姫新線,兵庫県,佐用郡佐用町上月513,
1450,播磨高岡駅,姫新線,兵庫県,姫路市西今宿三丁目8-1,
1451,余部駅,姫新線,兵庫県,姫路市青山北一丁目25-1,
1452,太市駅,姫新線,兵庫県,姫路市相野107,
1453,佐用駅,姫新線・智頭急行,兵庫県,佐用郡佐用町佐用2826-3,
1454,はりま勝原駅,,兵庫県,姫路市勝原区熊見44-3,
1499,その他鉄道駅・不明,,,,
2001,赤磐警察署前,,岡山市東区,岡山市東区瀬戸町瀬戸,
2002,赤坂,,岡山市東区,岡山市東区沼,
2003,浅川,,岡山市東区,岡山市東区浅川,
2004,旭川荘吉井川キャンパス正門前,,岡山市東区,岡山市東区西大寺浜,
2005,旭川荘吉井川キャンパス前,,岡山市東区,岡山市東区西大寺浜,
2006,射越,,岡山市東区,岡山市東区西大寺射越,
2007,浮田校口,,岡山市東区,岡山市東区沼,
2008,太田,,岡山市東区,岡山市東区西片岡,
2009,大西,,岡山市東区,岡山市東区西片岡,
2010,岡山西大寺病院前,,岡山市東区,岡山市東区金岡東町１丁目,
2011,沖,,岡山市東区,岡山市東区瀬戸町下,
2012,沖下,,岡山市東区,岡山市東区瀬戸町沖,
2013,邑久郷中,,岡山市東区,岡山市東区邑久郷,
2014,邑久郷西,,岡山市東区,岡山市東区邑久郷,
2015,邑久郷東,,岡山市東区,岡山市東区邑久郷,
2016,奥の谷,,岡山市東区,岡山市東区西片岡,
2017,奧の谷中,,岡山市東区,岡山市東区西片岡,
2018,金岡,,岡山市東区,岡山市東区金岡西町,
2019,金岡上,,岡山市東区,岡山市東区金岡東町１丁目,
2020,金岡中,,岡山市東区,岡山市東区金岡西町,
2021,金田,,岡山市東区,岡山市東区金田,
2022,上阿知中,,岡山市東区,岡山市東区上阿知,
2023,上阿知西,,岡山市東区,岡山市東区上阿知,
2024,上阿知東,,岡山市東区,岡山市東区上阿知,
2025,上寺入口,,岡山市東区,岡山市東区西大寺射越,
2026,川井,,岡山市東区,岡山市東区広谷,
2027,川口,,岡山市東区,岡山市東区西大寺新地,
2028,神崎,,岡山市東区,岡山市東区神崎町,
2029,神崎口,,岡山市東区,岡山市東区神崎町,
2030,神崎東,,岡山市東区,岡山市東区神崎町,
2031,観音院入口,,岡山市東区,岡山市東区西大寺中３丁目,
2032,北方,,岡山市東区,岡山市東区上道北方,
2033,吉塔,,岡山市東区,岡山市東区邑久郷,
2034,吉塔東,,岡山市東区,岡山市東区邑久郷,
2035,久々井,,岡山市東区,岡山市東区久々井,
2036,鉄,,岡山市東区,岡山市東区鉄,
2037,警察署前,,岡山市東区,岡山市東区西大寺中野,
2038,健幸プラザ前,,岡山市東区,岡山市東区西大寺川口,
2039,幸島小学校入口,,岡山市東区,岡山市東区水門町,
2040,光津,,岡山市東区,岡山市東区光津,
2041,後呂,,岡山市東区,岡山市東区南水門町,
2042,西大寺駅,,岡山市東区,岡山市東区西大寺上２丁目,
2043,西大寺上,,岡山市東区,岡山市東区西大寺上３丁目２,
2044,西大寺新地,,岡山市東区,岡山市東区西大寺新地,
2045,西大寺中央病院前,,岡山市東区,岡山市東区松新町,
2046,西大寺中三丁目,,岡山市東区,岡山市東区西大寺中３丁目,
2047,西大寺農協,,岡山市東区,岡山市東区西大寺中野,
2048,西大寺バスセンター,,岡山市東区,岡山市東区西大寺中野本町,
2049,西大寺ふれあいセンター,,岡山市東区,岡山市東区西大寺中２丁目,
2050,山南中学校前,,岡山市東区,岡山市東区北幸田,
2051,三和紙工前,,岡山市東区,岡山市東区西大寺浜,
2052,下阿知中,,岡山市東区,岡山市東区下阿知,
2053,下阿知西,,岡山市東区,岡山市東区下阿知,
2054,下阿知東,,岡山市東区,岡山市東区下阿知,
2055,宿,,岡山市東区,岡山市東区宍甘,
2056,宿毛,,岡山市東区,岡山市東区宿毛,
2057,宿毛東,,岡山市東区,岡山市東区宿毛,
2058,上南中学校前,,岡山市東区,岡山市東区金田,
2059,昭和被服総業前,,岡山市東区,岡山市東区西大寺中３丁目,
2060,新開団地前,,岡山市東区,岡山市東区西大寺射越,
2061,新橋,,岡山市東区,岡山市東区西大寺中野,
2062,新町,,岡山市東区,岡山市東区寺山,
2063,水門入口,,岡山市東区,岡山市東区水門町,
2064,水門掛座,,岡山市東区,岡山市東区南水門町,
2065,水門亀岩,,岡山市東区,岡山市東区水門町,
2066,水門川東,,岡山市東区,岡山市東区水門町,
2067,砂場,,岡山市東区,岡山市東区瀬戸町沖,
2068,清内橋,,岡山市東区,岡山市東区光津,
2069,積水前,,岡山市東区,岡山市東区古都宿,
2070,瀬戸駅,,岡山市東区,岡山市東区瀬戸町瀬戸,
2071,瀬戸駅前,,岡山市東区,岡山市東区瀬戸町瀬戸,
2072,瀬戸西,,岡山市東区,岡山市東区瀬戸町下,
2073,瀬戸橋,,岡山市東区,岡山市東区瀬戸町瀬戸,
2074,瀬戸南高,,岡山市東区,岡山市東区瀬戸町沖,
2075,瀬戸郵便局前,,岡山市東区,岡山市東区瀬戸町瀬戸,
2076,大王寺西,,岡山市東区,岡山市東区東片岡,
2077,大王寺東,,岡山市東区,岡山市東区東片岡,
2078,竹久工業前,,岡山市東区,岡山市東区瀬戸町下,
2079,中西,,岡山市東区,岡山市東区宝伝,
2080,都紀郷,,岡山市東区,岡山市東区金岡西町,
2081,津田,,岡山市東区,岡山市東区君津,
2082,峠,,岡山市東区,岡山市東区宝伝,
2083,東部クリーンセンター前,,岡山市東区,岡山市東区西大寺新地,
2084,中尾,,岡山市東区,岡山市東区中尾,
2085,中筋,,岡山市東区,岡山市東区東片岡,
2086,西宝伝,,岡山市東区,岡山市東区宝伝,
2087,沼,,岡山市東区,岡山市東区沼,
2088,沼西,,岡山市東区,岡山市東区沼,
2089,パナソニック前,,岡山市東区,岡山市東区東平島,
2090,浜,,岡山市東区,岡山市東区西大寺浜,
2091,東区役所前,,岡山市東区,岡山市東区西大寺南１丁目２,
2092,東平島,,岡山市東区,岡山市東区東平島,
2093,東平島上,,岡山市東区,岡山市東区東平島,
2094,東平島下,,岡山市東区,岡山市東区東平島,
2095,東宝伝,,岡山市東区,岡山市東区宝伝,
2096,一日市,,岡山市東区,岡山市東区一日市,
2097,平島,,岡山市東区,岡山市東区南古都,
2098,藤井,,岡山市東区,岡山市東区藤井,
2099,ほんぶしん前,,岡山市東区,岡山市東区神崎町,
2100,ほんぶしん南,,岡山市東区,岡山市東区神崎町,
2101,政津,,岡山市東区,岡山市東区政津,
2102,益野,,岡山市東区,岡山市東区可知４丁目,
2103,益野中,,岡山市東区,岡山市東区益野町,
2104,益野西,,岡山市東区,岡山市東区益野町,
2105,松崎,,岡山市東区,岡山市東区松新町,
2106,松崎東,,岡山市東区,岡山市東区松新町,
2107,三石深井鉄工所前,,岡山市東区,岡山市東区藤井,
2108,光政農協前,,岡山市東区,岡山市東区政津,
2109,南古都,,岡山市東区,岡山市東区南古都,
2110,矢井,,岡山市東区,岡山市東区矢井,
2111,八ツ塚,,岡山市東区,岡山市東区沼,
2112,山の端,,岡山市東区,岡山市東区楢原,
2113,吉井,,岡山市東区,岡山市東区吉井,
2114,四ツ谷,,岡山市東区,岡山市東区西大寺新,
2115,四ツ谷北,,岡山市東区,岡山市東区西大寺川口,
2116,JA岡山西,,井原市,井原市井原町,
2117,青木,,井原市,井原市東江原町,
2118,青木東,,井原市,井原市東江原町,
2119,青高,,井原市,井原市美星町宇戸谷,
2120,青野校前,,井原市,井原市青野町,
2121,県主小学校,,井原市,井原市門田町,
2122,阜里,,井原市,井原市芳井町花滝,
2123,洗場口,,井原市,井原市美星町明治,
2124,飯名,,井原市,井原市芳井町梶江,
2125,池の内,,井原市,井原市青野町,
2126,石草,,井原市,井原市芳井町上鴫,
2127,石田,,井原市,井原市芳井町花滝,
2128,石谷,,井原市,井原市高屋町,
2129,出部学校前,,井原市,井原市笹賀町,
2130,イズミ井原店前,,井原市,井原市下出部町１丁目,
2131,稲木,,井原市,井原市上稲木町,
2132,稲倉小学校,,井原市,井原市下稲木町,
2133,稲葉,,井原市,井原市野上町,
2134,井ノ頭,,井原市,井原市芳井町片塚,
2135,猪原,,井原市,井原市井原町,
2136,井原駅前,,井原市,井原市七日市町,
2137,井原高入口,,井原市,井原市井原町,
2138,井原ゴルフ入口,,井原市,井原市野上町,
2139,いばらサンサン交流館,,井原市,井原市井原町,
2140,井原児童会館,,井原市,井原市北山町,
2141,井原市民病院,,井原市,井原市井原町,
2142,井原小学校前,,井原市,井原市井原町,
2143,井原中学校,,井原市,井原市西江原町,
2144,井原バスセンター,,井原市,井原市井原町,
2145,井原郵便局前,,井原市,井原市七日市町,
2146,今市,,井原市,井原市西江原町,
2147,入野尻,,井原市,井原市芳井町東三原,
2148,岩倉上,,井原市,井原市岩倉町,
2149,岩崎,,井原市,井原市美星町星田,
2150,岩崎口,,井原市,井原市美星町星田,
2151,上野,,井原市,井原市芳井町吉井,
2152,請松,,井原市,井原市芳井町井山,
2153,内寺口,,井原市,井原市東江原町,
2154,烏頭上,,井原市,井原市美星町烏頭,
2155,烏頭上集会所前,,井原市,井原市美星町烏頭,
2156,烏頭中,,井原市,井原市美星町烏頭,
2157,宇戸上,,井原市,井原市美星町宇戸,
2158,宇戸川,,井原市,井原市芳井町宇戸川,
2159,宇戸谷,,井原市,井原市美星町宇戸谷,
2160,宇戸谷下,,井原市,井原市美星町宇戸谷,
2161,宇内塚,,井原市,井原市芳井町川相,
2162,有年口,,井原市,井原市東江原町,
2163,梅木,,井原市,井原市芳井町山村,
2164,永祥寺入口,,井原市,井原市西江原町,
2165,駅前通り,,井原市,井原市井原町,
2166,荏原小学校,,井原市,井原市東江原町,
2167,戎橋,,井原市,井原市芳井町片塚,
2168,江良,,井原市,井原市美星町星田,
2169,青梅,,井原市,井原市芳井町山村,
2170,大内谷,,井原市,井原市芳井町山村,
2171,大江公民館,,井原市,井原市大江町,
2172,大迫,,井原市,井原市上稲木町,乗合タクシー専用
2173,大迫,,井原市,井原市西方町,
2174,大末,,井原市,井原市野上町,
2175,大谷,,井原市,井原市七日市町,
2176,大谷上,,井原市,井原市門田町,
2177,大谷下,,井原市,井原市門田町,
2178,大曲,,井原市,井原市下出部町１丁目,
2179,大元,,井原市,井原市美星町三山,
2180,尾崎,,井原市,井原市美星町三山,
2181,落石,,井原市,井原市高屋町,
2182,小原,,井原市,井原市芳井町下鴫,
2183,尾部,,井原市,井原市東江原町,
2184,掛木,,井原市,井原市美星町星田,
2185,陰地,,井原市,井原市芳井町上鴫,
2186,梶江,,井原市,井原市芳井町梶江,
2187,梶草口,,井原市,井原市下稲木町,
2188,柏木,,井原市,井原市野上町,
2189,片塚,,井原市,井原市芳井町片塚,
2190,加谷,,井原市,井原市美星町黒忠,
2191,門原,,井原市,井原市芳井町西三原,
2192,金野,,井原市,井原市美星町星田,
2193,上出部入口,,井原市,井原市笹賀町,
2194,上組,,井原市,井原市美星町大倉,
2195,上鴫,,井原市,井原市芳井町上鴫,
2196,神迫,,井原市,井原市芳井町東三原,
2197,通峠,,井原市,井原市芳井町吉井,
2198,苅屋原,,井原市,井原市野上町,
2199,香蓮寺,,井原市,井原市青野町,
2200,川相,,井原市,井原市芳井町川相,
2201,川相学校前,,井原市,井原市芳井町川相,
2202,川相上組,,井原市,井原市芳井町川相,
2203,川町,,井原市,井原市芳井町下鴫,
2204,簡易局,,井原市,井原市美星町明治,
2205,勘定峠,,井原市,井原市青野町,
2206,神戸,,井原市,井原市西江原町,
2207,北槙,,井原市,井原市美星町星田,
2208,北山,,井原市,井原市北山町,
2209,木之子中学校,,井原市,井原市木之子町,
2210,木野山,,井原市,井原市美星町星田,
2211,旧宇戸事業所,,井原市,井原市美星町宇戸谷,
2212,弓道場,,井原市,井原市上出部町,
2213,共和,,井原市,井原市芳井町上鴫,
2214,共和,,井原市,井原市芳井町上鴫,
2215,銀山,,井原市,井原市高屋町,
2216,熊石上,,井原市,井原市美星町西水砂,
2217,熊石下,,井原市,井原市美星町西水砂,
2218,九名,,井原市,井原市美星町明治,
2219,グラウンドゴルフ場,,井原市,井原市上出部町四季が丘,
2220,蔵光,,井原市,井原市美星町星田,
2221,蔵本,,井原市,井原市門田町,
2222,黒木公民館,,井原市,井原市美星町黒木,
2223,黒萩,,井原市,井原市美星町明治,
2224,源代,,井原市,井原市大江町,
2225,興譲館入口,,井原市,井原市西江原町,
2226,興譲館高校,,井原市,井原市西江原町,
2227,後谷,,井原市,井原市芳井町宇戸川,
2228,小宇内,,井原市,井原市美星町大倉,
2229,公民館上,,井原市,井原市美星町烏頭,
2230,高山市,,井原市,井原市芳井町東三原,
2231,越出,,井原市,井原市美星町宇戸谷,
2232,越出峠,,井原市,井原市美星町明治,
2233,こだま園,,井原市,井原市高屋町,
2234,小松,,井原市,井原市美星町星田,
2235,子守唄の里高屋駅,,井原市,井原市高屋町４丁目,
2236,小山,,井原市,井原市美星町星田,
2237,西郷,,井原市,井原市木之子町,
2238,才児下,,井原市,井原市西江原町,
2239,采山,,井原市,井原市上稲木町,
2240,坂本,,井原市,井原市芳井町吉井,
2241,桜渓塾前,,井原市,井原市芳井町簗瀬,
2242,さくら団地,,井原市,井原市芳井町簗瀬,
2243,笹井,,井原市,井原市木之子町,
2244,笹賀,,井原市,井原市笹賀町２丁目,
2245,笹の丸,,井原市,井原市美星町黒忠,
2246,笹谷上,,井原市,井原市野上町,
2247,郷,,井原市,井原市芳井町池谷,
2248,佐原,,井原市,井原市芳井町吉井,
2249,沢岡,,井原市,井原市芳井町吉井,
2250,山王,,井原市,井原市上出部町,
2251,山王口,,井原市,井原市上出部町,
2252,四季が丘団地,,井原市,井原市上出部町四季が丘,
2253,市民会館前,,井原市,井原市井原町,
2254,市民体育館,,井原市,井原市上出部町,
2255,志村,,井原市,井原市美星町西水砂,
2256,下出部町二丁目,,井原市,井原市下出部町２丁目１６,
2257,下崎,,井原市,井原市芳井町下鴫,
2258,下田,,井原市,井原市美星町三山,
2259,下谷,,井原市,井原市芳井町西三原,
2260,下田東,,井原市,井原市美星町三山,
2261,下町,,井原市,井原市井原町,
2262,下町上,,井原市,井原市井原町,
2263,市役所前,,井原市,井原市井原町,
2264,正覚院,,井原市,井原市北山町,
2265,昭和橋,,井原市,井原市井原町,
2266,城平,,井原市,井原市美星町黒忠,
2267,新川,,井原市,井原市大江町,
2268,新田,,井原市,井原市芳井町宇戸川,
2269,新町,,井原市,井原市井原町,
2270,末国,,井原市,井原市神代町,
2271,スターハイツ,,井原市,井原市下稲木町,
2272,西部いこいの里,,井原市,井原市高屋町３丁目,
2273,千手院,,井原市,井原市野上町,
2274,千の坂,,井原市,井原市美星町東水砂,
2275,千峯,,井原市,井原市芳井町東三原,
2276,早雲の里荏原駅,,井原市,井原市東江原町,
2277,惣谷公民館,,井原市,井原市木之子町,
2278,大光寺前,,井原市,井原市美星町烏頭,
2279,大仏,,井原市,井原市高屋町,
2280,平,,井原市,井原市美星町星田,
2281,高越城登口,,井原市,井原市東江原町,
2282,高瀬,,井原市,井原市芳井町山村,
2283,高原,,井原市,井原市芳井町上鴫,
2284,高松入口,,井原市,井原市美星町星田,
2285,高屋,,井原市,井原市高屋町３丁目４,
2286,高屋大橋,,井原市,井原市下出部町,
2287,高屋児童会館,,井原市,井原市高屋町３丁目,
2288,高屋小学校,,井原市,井原市高屋町,
2289,高屋中学校前,,井原市,井原市高屋町,
2290,田口,,井原市,井原市高屋町,
2291,匠住宅,,井原市,井原市下稲木町,
2292,蛸村峠,,井原市,井原市岩倉町,
2293,太刀洗,,井原市,井原市芳井町東三原,
2294,立戸公園,,井原市,井原市西江原町,
2295,谷上,,井原市,井原市美星町三山,
2296,谷下,,井原市,井原市美星町三山,
2297,谷高草,,井原市,井原市高屋町,
2298,谷の宮,,井原市,井原市芳井町片塚,
2299,谷山,,井原市,井原市美星町星田,
2300,種入口,,井原市,井原市芳井町片塚,
2301,田ノ迫,,井原市,井原市芳井町吉井,
2302,田輪,,井原市,井原市美星町星田,
2303,中銀前,,井原市,井原市高屋町,
2304,中講,,井原市,井原市大江町,
2305,中国新聞井原支局,,井原市,井原市上出部町,
2306,長泉寺,,井原市,井原市美星町黒忠,
2307,津賀,,井原市,井原市芳井町山村,
2308,土頭,,井原市,井原市芳井町種,
2309,寺戸,,井原市,井原市西江原町,
2310,天神,,井原市,井原市芳井町吉井,
2311,天神山西,,井原市,井原市芳井町天神山,
2312,田中苑,,井原市,井原市井原町,
2313,田中生誕地,,井原市,井原市西江原町,
2314,田中美術館,,井原市,井原市井原町,
2315,天理教,,井原市,井原市岩倉町,
2316,峠村,,井原市,井原市芳井町宇戸川,
2317,東郷,,井原市,井原市木之子町,
2318,堂西,,井原市,井原市野上町,
2319,戸儀,,井原市,井原市芳井町川相,
2320,戸倉,,井原市,井原市西江原町,
2321,戸倉上,,井原市,井原市西江原町,
2322,図書館,,井原市,井原市井原町,
2323,栩木,,井原市,井原市美星町星田,
2324,友成,,井原市,井原市美星町明治,
2325,鳥越,,井原市,井原市芳井町宇戸川,
2326,中尾,,井原市,井原市青野町,
2327,長川,,井原市,井原市井原町,
2328,長草,,井原市,井原市美星町星田,
2329,中高月,,井原市,井原市木之子町,
2330,中谷,,井原市,井原市美星町大倉,
2331,中野,,井原市,井原市美星町西水砂,
